scheme_id,name,name_hindi,category,level,state,ministry,description,benefits,benefit_amount,age_min,age_max,gender,income_limit_annual,income_limit_display,caste_category,occupation,is_bpl_required,land_holding_max_acres,education_requirement,disability_applicable,marital_status,domicile_required,documents_required,application_mode,application_url,official_pdf_url,launched_year,deadline,target_beneficiaries,chunk_count,active,last_updated
scheme_tn_innuyir_paathugappu,Amma Two-Wheeler Scheme (Puratchi Thalaivar Scheme) — Tamil Nadu,அம்மா இரு சக்கர வாகன திட்டம்,employment,state,Tamil Nadu,"Industries Department, Tamil Nadu",Subsidised two-wheelers for working women in Tamil Nadu to enhance mobility and employment access.,"50% subsidy on two-wheeler (scooter) up to Rs. 25,000; For working women in private sector/self-employed",25000 subsidy (50 percent) on two-wheeler,21,45,Female,,Working women in private sector,All,Working woman (private sector/self-employed),No,,None,Yes,Any,Yes (Tamil Nadu),"Aadhaar, Employment proof, Driving licence, Bank account, Income proof",Online,https://tn.gov.in/scheme/puratchi-thalaivar,https://www.tn.gov.in/scheme/two-wheeler-scheme,2022,Annual allocation-based,Working women aged 21-45 in Tamil Nadu,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mh_rajshri_scholarship,Rajarshi Chhatrapati Shahu Maharaj Scholarship — Maharashtra,राजर्षी छत्रपती शाहू महाराज शिष्यवृत्ती,education,state,Maharashtra,"Social Justice and Special Assistance Department, Maharashtra",Post-matric scholarship for OBC/VJNT/SBC students in Maharashtra for higher education.,Full tuition fee reimbursement; Maintenance allowance Rs. 235-700/month; Hostel allowance,235 to 700 per month + full tuition,0,,All,100000,Annual family income up to Rs. 1 lakh,OBC/VJNT/SBC,Student (post-matric),No,,Class 10 passed; enrolled in post-matric education,Yes,Any,Yes (Maharashtra),"Aadhaar, OBC/VJNT/SBC certificate, Income certificate, Marksheet, Bonafide certificate, Bank account",Online,https://mahadbt.maharashtra.gov.in,https://mahadbt.maharashtra.gov.in/SchemeData/pdf/rajshri-scholarship.pdf,1967,October 31 each year,OBC/VJNT/SBC students in Maharashtra pursuing post-matric education,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mh_anna_bhau_sathe,Annabhau Sathe Development Corporation Loans — Maharashtra,अण्णाभाऊ साठे विकास महामंडळ — महाराष्ट्र,employment,state,Maharashtra,"Social Justice and Special Assistance Department, Maharashtra","Low-interest loans to Matang community (NT-C) for self-employment, education and housing.","Self-employment loan up to Rs. 50,000 at 4% interest; Educational loan up to Rs. 1 lakh; Housing loan up to Rs. 1.5 lakh",50000 to 150000 loan at 4 percent interest,18,45,All,100000,Annual income up to Rs. 1 lakh,NT-C (Matang),Any,No,,None (varies by scheme),Yes,Any,Yes (Maharashtra),"Aadhaar, Caste certificate (NT-C/Matang), Income certificate, Bank account, Business plan",Offline,https://annabhausathemahamandal.maharashtra.gov.in,https://annabhausathemahamandal.maharashtra.gov.in/schemes,1985,No fixed deadline,Matang/NT-C community members in Maharashtra,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_adip_aids_appliances,Assistance to Disabled Persons for Aids & Appliances (ADIP),विकलांग व्यक्तियों के लिए सहायक उपकरण,health,central,,Ministry of Social Justice and Empowerment / DEPwD,"Purchase and distribution of assistive devices and appliances to disabled persons to restore physical, social and psychological independence.","Free assistive devices: tricycles, wheelchairs, crutches, hearing aids, artificial limbs, Braille kits, SMART canes; For below Rs. 20,000/month income","Free assistive devices (value up to Rs. 10,000-50,000)",0,,All,240000,"Annual income up to Rs. 2.4 lakh (Rs. 20,000/month)",All,Any,No,,None,Yes (minimum 40% disability),Any,Yes,"Aadhaar, Disability certificate (40%+), Income certificate, Prescription from orthopaedic doctor, Passport photo",Offline (ALIMCO camps or district office),https://disabilityaffairs.gov.in/content/page/adip.php,https://disabilityaffairs.gov.in/upload/uploadfiles/files/ADIP_Scheme.pdf,1981,Camp-based / on application,Persons with 40%+ disability and income below Rs. 2.4 lakh,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ddc_pm_accessible_india,Accessible India Campaign (Sugamya Bharat),सुगम्य भारत अभियान,health,central,,Ministry of Social Justice and Empowerment / DEPwD,"Making public places, transportation, ICT infrastructure accessible to persons with disabilities.","Barrier-free access in public buildings, transport; Accessible website; Sign language interpretation; Free travel in government buses for disabled",Accessibility infrastructure and services,0,,All,,No income limit,All,Any,No,,None,Yes,Any,Yes,Disability certificate (for specific benefits like bus pass),Automatic/Walk-in,https://accessibleindia.gov.in,https://disabilityaffairs.gov.in/content/page/accessible-india-campaign.php,2015,No deadline,Persons with disabilities,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_ddrs_deo_empowerment,Unique Disability ID (UDID) Project,विशिष्ट विकलांगता पहचान पत्र,health,central,,Ministry of Social Justice and Empowerment / DEPwD,Creating a national database of persons with disabilities and issuing a unique disability ID card for easy access to benefits.,UDID card with QR code; One-stop access to all disability scheme benefits; No repeated documentation for schemes,Free UDID card + simplified scheme access,0,,All,,No income limit,All,Any,No,,None,Yes (any disability),Any,Yes,"Aadhaar, Medical disability certificate from government hospital, Passport photo",Online,https://www.swavlambancard.gov.in,https://disabilityaffairs.gov.in/content/page/udid.php,2016,No deadline,All persons with any disability,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nmdfc_loan,NMDFC Term Loan Scheme for Minorities,अल्पसंख्यकों के लिए NMDFC ऋण,employment,central,,Ministry of Minority Affairs,Low-interest loans for income-generating activities for economically backward minorities.,"Loan up to Rs. 20 lakh at 6% interest (women 5%); For education, self-employment, trade, vocational training",Up to 2000000 loan at 5-6 percent interest,18,,All,300000,Annual family income up to Rs. 3 lakh,"Minority communities (Muslim, Christian, Sikh, Buddhist, Parsi, Jain)",Self-employed/Business/Student,No,,None,Yes,Any,Yes,"Aadhaar, Minority community certificate, Income certificate, Bank account, Business plan, Guarantor",Offline,https://www.nmdfc.org,https://www.nmdfc.org/schemes,1994,No fixed deadline,Economically backward persons from minority communities,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_wcc_working_women_hostel,Working Women Hostel Scheme,कामकाजी महिला छात्रावास योजना,employment,central,,Ministry of Women and Child Development,Safe and affordable hostel accommodation for working women away from home in urban/semi-urban/rural areas.,Subsidised hostel accommodation; Day-care facility for children; Security; Near workplace; Government grant for construction,Subsidized accommodation (below market rate),18,,Female,5000000,"Annual income up to Rs. 50,000/month (accommodation)",All,Working woman,No,,None,Yes,Any,No,"Aadhaar, Employment proof, Passport photo",Offline (apply at hostel directly),https://wcd.nic.in/schemes/working-women-hostel,https://wcd.nic.in/sites/default/files/Revised-WWH-Guidelines.pdf,1972,Based on vacancy,Working women residing away from home,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_mwcd_ujjawala_trafficking,Ujjawala — Prevention of Trafficking and Rescue of Victims,उज्ज्वला — तस्करी निवारण और पुनर्वास,health,central,,Ministry of Women and Child Development,Comprehensive scheme to combat trafficking of women and children for commercial sexual exploitation and forced labour.,Rescue and rehabilitation of victims; Safe shelter; Legal aid; Medical assistance; Vocational training; Reintegration support,Free rehabilitation services,0,,Female/Child,,No income limit,All,Any (trafficking victim),No,,None,Yes,Any,No,No documents required (emergency service),Helpline 1800-419-8588 / Police/NGO,https://wcd.nic.in/schemes/ujjawala-comprehensive-scheme,https://wcd.nic.in/sites/default/files/Ujjawala_Scheme.pdf,2007,No deadline (emergency service),Women and children who are victims or at risk of trafficking,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_nirbhaya_fund,Nirbhaya Fund — Women Safety Schemes,निर्भया फंड — महिला सुरक्षा,health,central,,Ministry of Women and Child Development,"Corpus fund to support initiatives for safety and security of women in India including emergency helpline, safe city, and women help desk at police stations.",Emergency Response Support System (112); Safe city for women; Women help desks at police stations; Fast-track courts for rape cases; Central Victim Compensation Fund,Free safety services and legal aid,0,,Female,,No income limit,All,Any,No,,None,Yes,Any,Yes,No documents for helpline,Helpline 112,https://wcd.nic.in/schemes/nirbhaya-fund,https://wcd.nic.in/sites/default/files/Nirbhaya-fund-guidelines.pdf,2013,No deadline,All women across India,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pmgdisha,Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA),प्रधानमंत्री ग्रामीण डिजिटल साक्षरता अभियान,education,central,,Ministry of Electronics and Information Technology,Make 6 crore rural households digitally literate — one member per household to be trained in basic digital skills.,"Free 20-hour digital literacy training; Certificate; Training in internet browsing, digital payments, email, online services",Free digital training + certificate,14,60,All,,Rural households (SC/ST/minorities/BPL/women/differently abled priority),All (SC/ST/minority priority),Rural household member,No,,None (non-literate or digitally non-literate),Yes,Any,Yes (rural),Aadhaar,Online/Offline,https://pmgdisha.in,https://pmgdisha.in/sites/default/files/PMGDISHA-operational-guidelines.pdf,2017,No fixed deadline,One member per rural household who is not digitally literate,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_uidai_aadhaar_based,Aadhaar-Based DBT (Direct Benefit Transfer),आधार आधारित प्रत्यक्ष लाभ अंतरण,employment,central,,Ministry of Finance / DBT Mission,"Platform for direct transfer of government subsidies, scholarships, and benefits directly to beneficiary bank accounts linked with Aadhaar.",Elimination of middlemen; Timely receipt of all government benefits; Reduced leakage; Over 300 schemes on DBT platform,Enables transfer of benefits from 300+ schemes,0,,All,,Scheme-specific,All,Any,No,,None,Yes,Any,Yes,Aadhaar linked to bank account,Automatic (once Aadhaar-bank linked),https://dbtbharat.gov.in,https://dbtbharat.gov.in/page/frontContent?cid=71,2013,No deadline,All government scheme beneficiaries,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_umang_app,UMANG — Unified Mobile Application for New-age Governance,उमंग — यूनिफाइड मोबाइल एप्लिकेशन,employment,central,,Ministry of Electronics and Information Technology,"Single mobile app providing access to 1,200+ government services including PF, Aadhaar, PM-KISAN, scholarships, health, and more.","Access to 1,200+ central and state government services on mobile; 13 languages supported; PF balance, EPFO claims, scholarship status, land records",Free access to government services,0,,All,,No income limit,All,Any,No,,None (basic mobile literacy needed),Yes,Any,Yes,Aadhaar / mobile number (for login),Mobile app / Web,https://web.umang.gov.in,https://umang.gov.in/about-umang,2017,No deadline,All citizens of India,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_kusum,PM KUSUM Scheme (Kisan Urja Suraksha evam Utthaan Mahabhiyan),पीएम कुसुम योजना,agriculture,central,,Ministry of New and Renewable Energy,Solar pumps and solar power plants for farmers to provide energy security and additional income.,"Component A: Solar power plants on barren land (farmer gets Rs. 60,000-75,000/year lease); Component B: 60% subsidy on standalone solar pumps; Component C: Solarise grid-connected pumps",60 percent subsidy on solar pump OR 60000-75000 per year land lease,18,,All,,No income limit,All,Farmer,No,,None,Yes,Any,Yes,"Aadhaar, Land records, Bank account, Electricity connection proof (for component C)",Online,https://pmkusum.mnre.gov.in,https://mnre.gov.in/img/documents/kusum-guidelines.pdf,2019,No fixed deadline,Farmers for solar energy adoption and additional income,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_ujjwala,Pradhan Mantri Ujjwala Yojana (PMUY),प्रधानमंत्री उज्ज्वला योजना,health,central,,Ministry of Petroleum and Natural Gas,Free LPG connection to women from BPL households to replace chulha with clean cooking fuel.,"Free LPG connection with first cylinder free; Deposit-free connection; Rs. 1,600 financial assistance for connection; Stove loan",Free connection + first cylinder + Rs 1600 assistance,18,,Female,,BPL (SECC 2011) / SC/ST / most backward classes,All (BPL priority),Any,Yes,,None,Yes,Any,Yes,"Aadhaar, BPL card/SECC data, Bank account, Address proof",Offline,https://www.pmuy.gov.in,https://www.pmuy.gov.in/ujjwala2.html,2016,No fixed deadline,Women from BPL households without LPG connection,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_pm_solar_rooftop,PM Surya Ghar Muft Bijli Yojana (Rooftop Solar),पीएम सूर्य घर मुफ्त बिजली योजना,housing,central,,Ministry of New and Renewable Energy,Subsidy for rooftop solar installation to households for free electricity up to 300 units per month.,"Central subsidy: Rs. 30,000 (1kW), Rs. 60,000 (2kW), Rs. 78,000 (3kW and above); Up to 300 units free electricity per month; State subsidies additional",30000 to 78000 subsidy on solar installation,18,,All,,No income limit,All,Homeowner,No,,None,Yes,Any,Yes,"Aadhaar, Electricity bill, Bank account, House ownership documents",Online,https://pmsuryaghar.gov.in,https://solarrooftop.gov.in/notification/RTSM_Revised_Guidelines.pdf,2024,No fixed deadline,All residential electricity consumers,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_sbm_toilet,Swachh Bharat Mission — Individual Household Toilet,स्वच्छ भारत मिशन — व्यक्तिगत शौचालय,housing,central,,Ministry of Jal Shakti (Rural) / Ministry of Housing and Urban Affairs,Construction of individual household toilets for BPL/APL families to achieve open defecation free status.,"Rs. 12,000 incentive for toilet construction (rural); Urban: Rs. 4,000 per unit; Free technical assistance",12000 (rural) / 4000 (urban) toilet construction incentive,18,,All,,BPL priority; APL also eligible,All,Any (homeowner without toilet),Yes (priority),,None,Yes,Any,Yes,"Aadhaar, Ration card, Bank account, MGNREGS job card (rural), House proof",Offline,https://swachhbharatmission.gov.in,https://sbm.gov.in/sbmreport/HHtoilet.aspx,2014,No fixed deadline,Households without individual toilet facility,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
scheme_jjm_har_ghar_jal,Jal Jeevan Mission — Har Ghar Jal,जल जीवन मिशन — हर घर जल,housing,central,,Ministry of Jal Shakti,Provide functional household tap connections to every rural household by 2024 for safe and potable drinking water.,Piped drinking water connection to every household; 55 litre per capita per day; No charge to household,Free water connection and piped supply,0,,All,,No income limit (all rural households),All,Any,No,,None,Yes,Any,Yes (rural),"Aadhaar, Proof of residence",Automatic (village-level),https://jaljeevanmission.gov.in,https://jaljeevanmission.gov.in/sites/default/files/operational-guidelines/O-G-28-08-2019.pdf,2019,No fixed deadline,All rural households without tap water connection,1,true,"March 24, 2026 at 12:00:00 AM UTC+5:30"
